temperature,humidity,rainfall,wind_speed,pressure,coastal_proximity,elevation,annual_rainfall,cloud_visibility,seasonal_rainfall,flood_risk,cyclone_risk,heatwave_risk,overall_risk
11.3,69.5,86.0,44.3,977.1,1,91.5,1339.3,22.4,479.0,1,2,0,2
43.6,62.1,220.8,120.3,1011.5,1,1172.9,1577.3,59.0,1020.9,1,2,0,2
44.7,60.2,135.9,27.0,968.7,0,44.0,2932.1,35.3,1636.4,1,0,2,2
27.9,48.6,204.4,34.9,954.4,0,985.3,1299.6,83.5,1842.8,1,1,0,1
12.1,99.7,76.8,127.0,1011.8,1,1402.8,3474.6,25.6,549.4,0,2,0,2
22.1,79.0,125.6,88.7,1003.3,1,1421.3,2190.8,60.7,457.6,0,2,0,2
47.5,90.5,172.3,46.4,984.1,0,84.3,2305.0,11.8,1008.2,1,1,1,1
22.6,69.1,282.3,51.1,956.0,1,89.3,943.1,73.4,369.1,2,2,0,2
14.2,62.1,127.7,10.9,1003.4,1,879.0,1509.7,39.0,1954.1,1,1,0,1
37.8,54.9,223.7,73.1,968.6,1,334.9,2266.9,25.8,683.0,2,2,1,2
36.2,30.2,255.1,142.3,1025.4,1,1276.1,2812.5,61.1,446.0,1,2,0,2
22.1,84.7,214.0,95.9,949.4,1,211.0,2736.0,31.4,1966.5,2,2,0,2
16.4,90.8,31.1,106.3,997.5,1,669.9,1295.6,32.5,228.8,0,2,0,2
19.8,28.6,0.4,57.9,1005.9,0,1326.8,1979.2,44.1,1137.4,0,0,0,0
13.9,58.4,302.4,97.6,1001.8,0,676.9,2897.6,13.0,138.1,2,1,0,2
19.9,28.4,119.6,133.2,954.5,0,820.6,3194.4,18.4,1228.7,0,2,0,2
33.3,58.6,10.8,141.4,954.8,1,235.7,803.8,28.5,461.0,0,2,0,2
36.5,77.8,255.5,39.8,965.3,0,143.9,1678.7,59.5,1032.8,2,1,0,2
12.1,20.3,30.7,123.6,996.3,1,299.5,577.2,25.4,654.4,0,2,0,2
13.1,87.5,107.9,59.6,984.0,1,136.7,2132.4,26.6,1782.4,1,2,0,2
24.0,55.7,92.2,69.8,960.4,1,846.4,953.4,72.7,283.7,0,2,0,2
35.4,84.7,144.9,113.5,960.5,0,1261.2,2955.2,47.7,1117.5,0,2,0,2
42.9,58.0,308.6,71.4,947.1,0,753.2,3201.4,82.0,1387.3,2,1,0,2
33.6,29.6,265.0,25.9,1028.6,0,1212.7,878.6,48.1,1977.7,1,0,0,1
26.5,99.8,219.5,125.1,963.2,0,130.5,2169.1,59.7,1727.6,2,2,0,2
29.7,93.4,4.3,105.1,992.9,1,168.8,948.9,61.0,1207.1,0,2,0,2
46.7,28.0,37.0,116.9,1010.7,1,1316.8,1292.4,68.9,1186.8,0,2,1,2
28.0,33.8,141.0,92.7,1001.3,1,58.2,3168.7,39.8,551.4,1,2,0,2
38.3,93.7,314.0,3.0,1013.6,1,466.4,3028.5,87.2,1401.2,2,1,0,2
47.0,38.2,105.2,111.6,1009.7,1,404.1,1750.3,68.1,457.1,1,2,2,2
18.0,85.9,259.3,113.9,1018.0,0,772.9,976.9,38.0,1062.9,2,1,0,2
15.2,88.1,307.8,4.3,957.3,0,1255.5,1248.5,51.1,1844.3,2,0,0,2
36.8,41.9,288.2,75.8,997.2,0,1021.8,1225.8,54.0,947.6,2,1,0,2
46.5,58.0,193.0,51.6,1015.4,1,1123.4,2566.6,35.7,834.5,1,2,0,2
16.2,65.8,337.7,128.6,998.3,0,403.6,1728.5,11.8,1582.6,2,2,0,2
39.2,20.7,319.0,97.1,994.1,0,335.7,2325.0,94.9,1454.2,2,1,1,2
37.0,42.0,313.4,127.7,981.3,0,700.0,2531.6,84.2,854.6,2,2,0,2
13.9,60.9,231.8,126.5,973.7,1,447.7,824.3,15.7,1977.9,2,2,0,2
34.3,88.9,91.4,106.7,1020.3,1,282.5,2051.9,31.6,207.9,1,2,0,2
42.6,84.8,141.4,47.9,952.6,0,983.1,3492.4,33.3,895.3,0,1,0,1
24.8,22.8,247.8,85.8,957.1,0,1029.5,2414.9,52.8,1887.3,1,1,0,1
23.6,44.0,59.5,98.6,990.2,1,146.4,883.8,33.3,1635.9,0,2,0,2
39.0,34.6,237.9,50.3,948.0,1,335.0,3114.3,47.8,1785.0,2,2,1,2
24.1,66.8,162.3,17.7,944.8,0,708.3,1083.6,20.8,1393.3,1,1,0,1
30.1,53.0,304.8,22.6,1029.3,1,613.8,2208.2,91.6,969.4,2,1,0,2
22.0,77.3,272.6,73.1,996.8,0,470.1,674.0,50.7,497.8,2,1,0,2
39.4,66.1,55.5,117.8,1010.2,0,921.7,2400.5,46.3,1934.1,0,1,0,1
24.6,23.0,69.8,56.0,941.3,1,1135.3,2093.1,11.6,107.8,0,2,0,2
37.9,38.1,306.9,46.8,949.2,1,250.5,2971.5,36.8,652.6,2,2,1,2
37.7,67.7,118.2,133.2,1029.6,1,1494.2,1970.5,77.5,413.3,0,2,0,2
44.5,85.0,6.7,33.6,1028.6,0,1101.1,2269.1,25.2,796.5,0,0,0,0
34.7,23.0,306.8,38.4,988.1,0,890.9,643.9,19.7,1688.6,2,0,0,2
11.8,29.3,155.5,18.5,962.7,0,308.2,2557.2,10.8,899.7,1,0,0,1
13.8,61.6,218.0,105.1,977.7,0,767.4,2353.1,35.4,1591.0,1,2,0,2
28.9,68.7,272.3,124.7,1027.6,1,1055.2,1386.1,13.5,1043.1,2,2,0,2
17.9,94.6,115.7,0.4,1000.4,0,1252.8,2507.1,23.4,271.2,0,0,0,0
29.4,77.9,35.5,38.4,960.8,1,396.2,650.2,83.2,1760.9,0,2,0,2
42.4,48.8,236.9,63.9,950.4,0,14.5,915.2,68.2,724.5,2,1,2,2
44.0,96.4,93.9,110.0,973.5,1,274.3,1702.3,96.6,616.5,1,2,0,2
24.7,88.1,280.0,97.3,1011.7,0,198.8,2679.2,98.3,1704.3,2,1,0,2
13.9,92.9,168.9,85.3,979.4,1,1168.7,2334.1,87.6,1771.9,1,2,0,2
37.6,91.3,169.1,73.2,1019.9,1,69.0,1284.8,38.3,1438.7,2,2,0,2
35.8,81.4,201.8,84.8,1028.0,1,778.6,2564.7,65.6,922.4,1,2,0,2
37.6,58.6,232.3,96.2,953.4,0,17.5,3303.1,55.5,991.6,2,2,1,2
28.8,33.2,263.0,48.1,969.8,1,75.5,1168.1,67.9,866.2,2,2,0,2
18.9,56.7,280.4,67.2,1017.1,1,474.1,3442.0,77.1,133.8,2,2,0,2
25.3,22.9,192.2,123.9,1011.3,1,1335.2,2187.0,68.9,966.8,1,2,0,2
23.0,86.0,285.8,126.6,969.9,1,1075.0,1589.9,50.7,285.1,2,2,0,2
35.0,20.2,124.3,95.0,1012.0,1,1053.1,637.3,24.8,366.9,0,2,0,2
37.2,77.7,37.4,91.6,956.9,1,323.4,2973.7,27.2,742.1,0,2,0,2
38.8,23.7,221.6,100.8,951.1,1,686.1,2267.9,55.4,1931.3,1,2,1,2
10.2,78.9,193.6,64.9,992.7,0,1037.7,1021.0,83.4,296.8,1,1,0,1
35.0,68.5,112.6,132.2,977.7,0,410.4,3390.8,97.3,960.4,1,2,0,2
15.1,53.0,245.0,112.3,966.9,1,1067.8,3306.5,66.9,481.7,1,2,0,2
33.7,43.2,120.9,100.9,1028.3,0,755.8,2582.9,39.0,319.3,0,1,0,1
23.4,58.4,199.7,100.1,977.6,1,1316.2,1767.2,11.1,302.3,1,2,0,2
24.5,24.2,19.8,40.0,1010.7,1,1025.1,939.3,15.6,1590.3,0,1,0,1
17.8,63.3,125.5,67.9,995.4,0,1113.6,2183.8,31.4,1590.2,0,1,0,1
40.4,43.0,232.6,139.0,974.9,1,1448.7,661.4,76.9,485.9,1,2,0,2
43.0,88.8,155.1,33.8,997.0,1,1132.7,2139.8,64.3,1574.7,1,2,0,2
46.6,43.5,62.1,102.4,956.8,0,1102.6,858.1,13.7,630.3,0,2,1,2
20.0,32.9,296.1,0.8,982.0,0,59.9,3285.9,63.7,1570.0,2,0,0,2
33.8,87.5,105.4,118.5,989.5,0,1176.0,1453.6,29.8,449.4,0,2,0,2
12.6,60.4,145.6,80.6,948.3,0,1325.1,2490.0,39.8,657.8,0,2,0,2
46.1,69.5,166.2,84.2,1007.7,0,172.1,1538.0,31.6,1320.3,1,1,1,1
44.9,39.5,14.0,132.8,974.3,0,578.8,2120.7,35.5,1831.5,0,2,1,2
41.2,50.0,281.0,66.8,943.9,0,480.5,747.0,18.6,1946.1,2,1,1,2
39.4,62.7,219.4,31.6,996.7,0,1297.4,1772.6,19.4,1121.7,1,0,0,1
36.7,98.1,271.3,97.0,1024.6,0,35.6,2650.6,13.4,239.2,2,1,0,2
16.8,40.2,24.7,123.2,1022.0,1,582.0,2390.7,49.0,132.1,0,2,0,2
35.6,62.8,224.5,92.8,1008.0,0,1051.3,717.8,93.5,301.7,1,1,0,1
39.9,44.1,30.3,114.8,979.4,1,1233.2,592.5,24.1,517.7,0,2,0,2
38.4,83.7,297.3,44.2,997.1,1,1015.9,3242.5,81.6,1485.7,2,2,0,2
24.2,96.0,193.7,83.3,951.1,0,859.1,1682.2,59.3,261.7,1,2,0,2
18.0,79.3,254.1,31.8,1021.5,0,241.4,1162.4,85.1,469.2,2,0,0,2
16.9,84.0,298.3,127.7,1023.9,1,967.0,719.4,70.5,576.3,2,2,0,2
17.5,66.4,333.0,53.6,1000.4,0,150.1,2358.5,91.0,703.8,2,0,0,2
27.1,69.3,107.0,87.6,990.9,1,1211.5,3376.0,25.2,695.1,0,2,0,2
39.9,77.0,224.3,41.5,972.4,1,1316.8,1888.5,42.3,680.4,1,2,0,2
31.0,34.1,212.3,126.3,1017.3,0,1336.9,1089.3,76.0,1290.6,1,1,0,1
37.6,91.4,297.4,94.7,1013.1,1,1153.8,1138.3,13.3,595.2,2,2,0,2
44.0,63.2,228.9,22.3,975.3,1,200.8,2003.4,18.1,791.3,2,2,1,2
10.4,39.1,337.4,147.3,1001.6,0,669.3,1037.4,95.4,1352.9,2,2,0,2
46.8,78.9,169.2,53.8,959.7,1,347.6,1293.1,31.1,1370.3,1,2,1,2
29.7,83.3,135.8,137.7,1019.3,0,1470.9,1472.2,73.3,1090.6,0,2,0,2
41.5,86.8,92.2,81.7,955.6,1,547.9,2460.0,85.2,1081.7,1,2,0,2
24.3,92.6,180.7,52.9,1018.1,1,1189.0,3161.5,10.6,1775.9,1,2,0,2
26.7,38.4,180.1,42.1,953.5,0,543.3,2651.9,20.6,537.7,1,1,0,1
40.8,77.6,168.5,71.8,959.0,0,970.9,1732.7,31.9,343.0,1,1,0,1
32.5,30.8,179.4,133.6,953.2,0,387.4,1040.1,96.2,1238.8,1,2,0,2
31.4,21.5,251.8,99.3,965.5,0,324.9,2319.6,52.4,1015.2,2,2,1,2
18.3,52.9,49.9,87.4,1009.1,1,251.6,2556.8,93.0,1233.4,0,2,0,2
12.6,50.3,46.3,2.5,987.0,1,1239.8,2316.5,26.0,1813.1,0,1,0,1
32.8,90.2,186.0,112.9,948.4,0,1353.0,2117.9,10.1,1881.7,1,2,0,2
35.8,54.5,147.2,131.2,1002.8,1,344.2,2906.9,81.1,824.3,1,2,0,2
32.4,79.3,266.5,104.5,948.8,0,381.8,2797.6,91.9,259.3,2,2,0,2
32.7,63.5,90.2,0.8,1006.9,0,867.0,853.5,10.6,1343.6,0,0,0,0
36.1,45.3,126.8,23.2,998.6,1,392.0,2108.3,60.8,1262.6,1,1,1,1
47.7,51.8,71.3,82.8,990.2,0,555.3,2164.7,32.8,682.6,0,1,1,1
23.1,76.4,257.5,128.2,999.3,0,669.9,2597.9,24.6,507.5,2,2,0,2
25.2,47.1,192.7,104.6,1003.6,0,583.7,2407.6,82.4,1664.2,1,1,0,1
27.9,68.0,30.8,39.5,973.4,0,1086.7,3292.1,46.1,1346.7,0,1,0,1
20.9,97.1,20.1,116.0,955.8,1,658.5,1105.1,69.1,1627.4,0,2,0,2
20.9,22.7,209.8,77.4,960.9,0,1011.0,1579.2,69.0,1953.7,1,1,0,1
13.3,42.1,139.8,100.4,976.5,0,776.6,2710.8,16.2,271.3,0,1,0,1
20.8,86.4,320.3,52.2,1026.7,1,339.4,3389.2,50.9,867.5,2,1,0,2
10.2,34.0,177.2,83.8,985.3,1,1420.5,2908.8,96.1,1764.6,0,2,0,2
40.9,66.0,243.0,144.9,990.7,0,1136.2,3383.7,51.3,975.4,1,2,0,2
32.3,22.2,40.7,10.1,997.0,0,1015.4,1189.8,38.4,1915.3,0,0,0,0
29.6,20.8,291.3,37.2,948.4,1,114.0,3294.2,52.9,771.7,2,2,1,2
44.0,41.5,331.5,102.5,1021.9,1,1105.7,1204.6,31.8,604.3,2,2,0,2
18.7,86.8,292.7,53.4,1010.1,0,1380.3,2527.4,69.7,1266.3,2,0,0,2
39.0,63.3,14.8,72.3,995.9,1,1347.2,3143.0,61.7,622.0,0,2,0,2
16.9,81.1,178.9,59.7,1007.5,0,81.2,2897.8,53.0,1127.5,1,1,0,1
29.1,51.5,240.2,26.2,1027.9,1,473.5,525.3,70.7,820.9,2,1,0,2
13.8,48.9,301.6,28.1,963.7,1,707.0,2339.3,42.9,1047.7,2,2,0,2
18.0,76.1,130.3,128.1,965.2,0,857.1,3437.8,71.7,1647.0,0,2,0,2
37.4,84.3,194.4,128.4,957.6,0,709.5,529.2,47.9,355.5,1,2,0,2
43.9,70.5,186.9,47.4,983.8,1,843.2,2203.5,45.9,1412.0,1,2,0,2
12.3,85.1,166.8,94.5,980.5,1,389.7,1580.9,60.2,1639.0,1,2,0,2
23.1,52.9,122.9,101.9,994.5,0,1469.1,1353.8,39.3,1069.8,0,1,0,1
39.4,55.8,27.4,92.0,981.7,0,1302.4,2421.7,93.6,901.5,0,1,0,1
33.3,52.4,317.5,11.9,970.9,1,475.3,1374.1,34.1,1324.8,2,1,0,2
20.3,55.6,302.0,54.5,992.8,1,621.0,1051.7,12.1,1482.8,2,2,0,2
35.2,95.2,245.2,12.0,955.0,0,143.3,3310.4,52.6,202.3,2,0,0,2
39.3,61.9,348.6,15.6,995.6,0,982.2,3156.4,37.8,570.1,2,0,0,2
20.8,70.1,45.9,125.8,942.6,1,1290.6,1475.6,52.9,1952.5,0,2,0,2
30.5,41.8,155.7,145.4,1002.8,0,886.2,1869.6,77.4,1766.9,0,2,0,2
26.5,71.2,186.8,136.3,983.3,0,1207.1,1825.6,42.9,593.6,1,2,0,2
21.5,20.0,285.4,127.2,970.9,1,802.6,2563.3,54.3,1535.4,2,2,0,2
21.4,81.3,279.3,89.6,1011.7,1,282.9,3146.5,49.3,574.8,2,2,0,2
37.2,71.7,289.9,33.1,947.1,0,774.9,2899.9,65.2,1418.5,2,1,0,2
20.3,71.9,186.2,40.3,956.9,0,273.6,1368.8,67.3,1273.7,1,1,0,1
20.3,69.8,65.7,2.9,944.5,0,278.9,806.8,34.2,1458.9,0,0,0,0
37.6,38.6,52.7,74.0,970.8,1,1178.6,1995.2,43.4,1424.2,0,2,0,2
11.2,26.4,262.7,21.9,964.0,1,107.1,1910.4,27.3,1698.9,2,2,0,2
41.1,86.3,42.7,115.2,962.4,1,370.7,3483.6,27.9,1497.1,0,2,0,2
13.6,73.3,73.0,58.4,1026.5,1,237.9,2684.7,77.0,1144.2,1,2,0,2
14.6,58.5,104.6,54.1,944.7,0,1459.9,1207.9,49.1,128.6,0,1,0,1
40.2,66.8,138.5,36.5,1027.2,1,1032.6,965.0,79.4,572.6,0,1,0,1
29.0,74.9,118.4,145.4,1008.4,0,89.7,2433.7,73.1,1603.8,1,2,0,2
14.8,38.6,343.6,118.3,1008.1,1,1099.8,564.1,44.0,1476.4,2,2,0,2
19.5,23.2,247.3,83.9,988.8,1,284.7,1059.9,41.3,1491.6,2,2,0,2
20.5,86.5,320.1,83.2,946.2,0,674.1,2958.3,58.7,962.8,2,2,0,2
39.5,60.5,256.8,132.4,995.8,1,1164.0,1216.4,74.9,1350.7,2,2,0,2
30.5,51.0,183.4,74.6,989.6,1,483.9,2422.7,19.9,1094.1,1,2,0,2
12.5,86.8,45.4,131.0,958.2,1,287.4,595.5,67.8,838.3,0,2,0,2
28.6,69.9,206.6,7.4,959.9,0,19.6,3263.1,69.0,1864.0,2,0,0,2
41.6,57.4,223.6,54.1,1006.9,1,1233.0,2882.7,15.2,1272.2,1,2,0,2
30.1,78.7,292.1,11.7,959.4,0,151.8,1193.1,44.7,466.9,2,0,0,2
35.0,65.6,331.6,83.8,990.2,0,1149.4,2229.7,70.7,1434.8,2,1,0,2
26.2,28.3,277.4,82.5,985.4,0,800.9,2299.7,94.0,1814.7,2,1,0,2
30.9,99.7,295.7,61.9,997.0,1,912.6,2189.4,29.3,1554.8,2,2,0,2
45.2,40.3,336.6,67.1,975.7,0,1474.4,2287.3,56.6,1987.5,2,1,0,2
21.5,44.0,77.7,128.4,942.0,1,1378.7,2033.8,61.4,1186.1,0,2,0,2
13.6,56.8,54.6,39.7,1020.1,0,349.5,2933.2,18.3,859.6,0,0,0,0
44.9,78.7,253.3,118.9,955.6,0,892.8,1401.2,75.8,1194.9,2,2,0,2
13.0,24.5,269.8,52.2,1013.5,1,1395.4,861.6,79.3,1520.6,1,1,0,1
42.3,94.3,221.9,94.8,944.9,0,479.0,2194.7,39.4,1425.8,2,2,0,2
15.8,73.9,349.1,145.7,1007.8,0,333.1,1369.3,45.5,351.2,2,2,0,2
13.1,65.7,17.3,59.9,947.7,1,1160.7,891.1,22.1,1162.7,0,2,0,2
28.5,72.2,68.6,92.4,1006.2,0,363.5,1298.8,48.7,1401.0,0,1,0,1
31.9,29.0,144.8,54.8,957.1,1,890.8,572.6,37.4,1976.5,1,2,0,2
33.4,99.2,154.8,21.9,944.0,0,299.5,1621.5,78.2,1720.3,1,1,0,1
14.3,24.4,332.1,139.0,1018.2,1,20.6,2581.4,20.0,955.1,2,2,0,2
10.9,36.7,188.3,30.6,987.1,1,823.2,2369.1,99.3,1420.6,1,1,0,1
35.4,50.1,317.1,79.0,963.0,0,426.0,2867.6,65.6,200.9,2,1,0,2
34.9,20.7,136.0,40.7,1016.7,1,1296.4,557.2,88.1,1333.9,0,1,0,1
18.8,50.5,341.8,14.9,968.4,0,279.6,2002.0,51.2,1860.1,2,0,0,2
10.8,39.8,185.3,50.0,975.4,0,27.6,2552.9,42.0,674.4,1,1,0,1
47.8,98.3,96.6,9.3,963.2,1,1335.6,2944.6,12.7,1154.4,0,2,0,2
20.6,32.1,314.0,98.5,947.9,1,781.1,2534.0,88.5,1404.4,2,2,0,2
25.9,65.8,149.3,46.9,994.5,1,813.4,1120.3,22.5,1128.6,1,2,0,2
40.4,89.0,108.1,105.8,987.1,0,645.1,3227.0,79.3,1346.8,0,2,0,2
31.5,32.6,23.7,79.9,1004.7,0,476.4,3138.9,75.4,1554.3,0,1,0,1
43.4,53.1,143.9,66.5,1024.0,1,227.9,1063.8,21.8,149.8,1,2,1,2
47.5,69.4,212.0,91.9,993.7,0,1031.1,1577.8,71.9,1005.5,1,1,0,1
29.1,68.4,249.2,56.1,1016.7,1,710.8,991.4,30.4,876.3,2,2,0,2
46.8,94.0,332.6,33.4,1000.4,0,1136.7,698.4,93.4,1972.7,2,0,0,2
43.0,59.2,113.7,68.6,962.2,1,1164.3,2323.8,84.2,1468.4,0,2,0,2
25.0,95.1,200.2,80.4,997.7,0,781.0,1854.8,84.4,180.6,1,1,0,1
47.8,61.5,138.5,110.3,990.2,0,284.8,1818.7,89.6,1570.0,1,2,1,2
20.9,33.3,103.0,137.9,1002.1,0,695.4,2438.3,18.1,1051.2,0,2,0,2
16.8,66.8,313.0,82.0,975.4,1,676.3,1036.6,63.1,1454.0,2,2,0,2
17.7,56.4,87.5,103.8,1021.6,0,1077.6,870.6,20.3,953.9,0,1,0,1
23.8,61.9,134.4,118.7,986.0,0,568.0,1641.8,79.1,1833.3,1,2,0,2
31.5,72.8,52.5,130.3,956.1,0,629.4,1428.6,79.2,947.9,0,2,0,2
33.8,29.4,46.0,30.4,996.0,1,18.3,1992.9,54.9,1634.2,0,1,1,1
33.1,59.5,75.9,98.9,980.8,1,119.1,2300.3,32.0,1139.9,1,2,0,2
33.6,64.6,288.8,7.3,953.3,1,55.1,3061.5,70.0,1692.2,2,2,0,2
21.3,93.6,17.2,62.5,956.0,1,916.6,2574.5,63.5,1595.9,0,2,0,2
16.7,56.4,202.6,139.7,948.4,1,484.2,3192.6,83.8,1541.0,2,2,0,2
42.0,25.2,164.8,18.3,1017.3,1,790.6,2073.9,72.6,1262.9,1,1,1,1
14.2,78.4,220.1,148.1,983.5,1,640.6,3043.4,33.4,1192.8,2,2,0,2
33.7,94.2,215.0,74.5,1005.6,1,738.8,1039.7,64.8,1446.3,2,2,0,2
47.2,20.1,8.4,93.8,950.6,0,1199.3,3497.0,47.3,734.2,0,2,1,2
31.3,71.0,4.0,30.2,965.3,0,461.7,2020.1,39.2,111.6,0,1,0,1
36.1,47.3,253.5,92.4,942.6,0,291.0,3001.5,93.0,1010.3,2,2,1,2
28.0,22.8,47.5,23.3,981.5,1,693.7,2942.5,93.5,206.4,0,1,0,1
29.8,65.2,237.4,83.3,941.7,1,1199.3,3164.1,41.8,1942.3,1,2,0,2
20.7,22.5,344.3,94.0,1015.8,1,281.1,850.5,80.4,685.7,2,2,0,2
42.6,76.8,95.0,13.0,1018.9,1,677.9,3352.2,29.5,674.4,0,1,0,1
14.3,82.8,272.2,137.0,979.9,0,1198.5,3214.9,23.9,746.2,1,2,0,2
28.4,89.9,108.6,49.1,1009.3,0,1233.2,3314.1,70.9,352.2,0,0,0,0
37.5,56.7,249.8,78.4,940.4,0,1030.6,2282.9,17.8,987.1,1,2,0,2
11.8,61.6,230.6,46.9,992.0,1,958.3,1129.5,28.0,644.5,1,2,0,2
30.2,81.8,234.9,40.9,954.2,0,22.9,2368.8,56.3,492.5,2,1,0,2
23.3,45.5,49.5,105.7,965.5,0,256.9,1434.1,90.3,1127.1,0,2,0,2
11.9,22.3,316.2,7.6,974.5,0,639.7,1036.9,63.7,1226.2,2,0,0,2
41.8,75.9,215.7,46.9,1013.6,0,1460.5,2767.2,51.9,350.4,1,0,0,1
40.9,93.6,163.9,68.3,1001.6,1,705.8,3342.3,22.9,1801.8,1,2,0,2
19.8,49.1,64.2,137.6,969.7,1,679.9,590.8,52.8,767.7,0,2,0,2
27.5,33.7,268.8,90.7,951.5,0,608.5,2642.8,19.6,1156.7,2,2,0,2
12.7,44.2,161.3,88.6,961.5,0,821.9,3421.7,44.5,747.4,1,1,0,1
40.9,67.3,274.5,65.3,1010.9,0,259.6,2508.8,76.5,1452.6,2,1,1,2
41.8,29.1,208.6,48.8,948.8,1,264.3,3367.7,16.3,306.6,2,2,2,2
40.9,81.7,132.6,74.1,999.4,0,326.4,916.8,62.3,1534.5,1,1,0,1
40.8,80.6,231.3,67.9,966.2,1,293.5,2544.6,38.5,1183.5,2,2,0,2
44.7,44.4,330.2,65.2,1028.4,1,1485.4,2248.2,65.0,1069.8,2,2,0,2
42.2,88.2,21.8,135.2,1027.1,0,1055.0,2962.3,42.3,1736.4,0,2,0,2
42.9,38.8,245.8,59.1,968.6,1,609.0,1805.6,29.0,429.5,2,2,1,2
15.3,64.4,295.2,54.0,977.6,1,1496.2,2510.2,22.1,236.3,2,2,0,2
10.6,77.7,170.3,65.5,1029.1,0,205.8,2917.8,87.4,1797.8,1,0,0,1
36.4,94.4,218.1,68.2,978.2,1,577.1,1177.2,48.2,114.1,2,2,0,2
28.9,78.5,249.2,40.4,1023.4,1,50.2,613.6,53.5,800.3,2,1,0,2
32.1,96.9,28.0,109.5,987.4,1,697.4,734.7,90.1,268.0,0,2,0,2
28.0,79.3,336.1,11.7,997.0,1,919.6,3210.8,58.2,120.5,2,1,0,2
27.3,92.5,200.9,49.7,971.8,1,433.8,606.0,93.1,1523.9,2,2,0,2
37.6,65.1,21.5,71.0,955.2,0,984.5,1375.3,76.4,151.9,0,1,0,1
28.4,30.1,26.9,117.6,962.7,1,412.8,1270.9,76.7,1247.3,0,2,0,2
44.6,79.1,230.7,55.5,955.8,0,727.4,2898.1,87.6,751.4,1,1,0,1
13.2,31.6,326.9,23.1,984.6,1,1155.6,1213.8,49.6,1311.4,2,1,0,2
18.0,78.7,120.8,96.3,1008.0,0,78.8,1892.0,52.9,1004.9,1,1,0,1
46.0,93.8,81.8,102.5,975.1,1,217.7,3110.8,11.1,1861.7,1,2,1,2
27.1,74.3,336.6,102.4,943.7,1,1434.3,1795.4,92.6,1730.9,2,2,0,2
22.7,41.4,34.4,98.2,975.2,0,1101.5,2266.2,27.5,741.1,0,1,0,1
36.2,34.4,191.7,100.9,1014.9,0,616.9,2075.8,71.7,767.9,1,1,0,1
37.6,40.2,11.9,92.9,945.1,0,1425.7,2414.2,73.7,328.0,0,2,0,2
42.5,30.4,229.7,135.0,990.9,0,1344.0,2587.0,32.8,987.2,1,2,0,2
45.6,71.1,322.9,41.5,978.4,1,386.0,2842.2,35.0,218.5,2,2,1,2
24.8,99.7,90.4,121.9,956.0,0,737.6,3285.8,64.9,439.0,0,2,0,2
28.7,31.5,269.0,32.8,997.9,1,1073.1,809.9,16.6,1185.6,2,1,0,2
19.5,55.7,313.8,22.3,997.6,0,996.9,1299.3,73.0,1818.8,2,0,0,2
31.8,61.2,329.0,73.6,979.2,0,810.2,509.9,95.9,1654.2,2,1,0,2
28.3,65.4,327.3,53.8,1001.4,1,82.8,3491.0,68.2,794.2,2,2,0,2
42.4,47.2,294.4,114.1,966.1,0,264.9,618.0,44.6,462.9,2,2,1,2
36.4,91.7,220.7,53.9,947.6,1,1103.0,919.8,27.4,1467.5,1,2,0,2
32.5,59.1,22.0,81.1,967.7,1,1449.9,549.3,40.5,741.7,0,2,0,2
37.4,52.4,74.1,98.1,987.1,0,1111.6,1199.0,16.5,1497.4,0,1,0,1
28.6,21.5,317.5,92.8,961.8,0,21.5,2398.0,91.4,1659.4,2,1,1,2
13.7,68.9,292.4,9.6,1013.6,0,745.7,2897.5,29.9,1628.5,2,0,0,2
26.2,84.9,343.8,101.8,969.2,0,482.4,3394.1,29.2,186.6,2,2,0,2
16.6,25.1,95.9,113.6,955.1,1,830.1,1816.0,93.3,177.3,0,2,0,2
13.8,87.8,214.4,116.6,941.4,1,121.1,521.7,93.4,1442.8,2,2,0,2
32.6,42.7,242.7,118.8,982.8,0,309.2,2419.5,57.1,882.9,2,2,0,2
45.6,68.8,13.2,27.0,985.0,0,940.8,2847.7,41.3,108.7,0,0,0,0
19.0,29.4,185.6,14.4,972.6,0,696.3,2379.4,28.7,200.8,1,0,0,1
14.3,31.9,295.3,136.7,984.8,0,1005.2,629.3,68.0,641.6,2,2,0,2
26.5,46.7,281.8,113.8,943.9,0,1387.3,1027.7,80.7,1021.6,1,2,0,2
14.4,91.6,252.5,88.9,969.3,0,1120.6,3195.1,30.7,309.3,1,2,0,2
18.7,39.0,144.4,30.0,1020.2,0,706.5,1953.2,90.1,375.4,0,0,0,0
45.3,56.4,135.6,20.5,1004.8,1,1463.3,1106.6,21.4,1415.2,0,1,0,1
12.3,30.9,298.1,68.8,955.4,1,329.8,1385.5,24.1,1609.7,2,2,0,2
46.2,92.4,202.3,82.9,960.7,1,1285.5,1967.6,99.6,1224.0,1,2,0,2
41.8,42.3,255.5,110.4,962.2,1,651.4,1167.2,93.5,1897.9,2,2,1,2
44.7,91.9,146.2,6.6,1029.2,0,638.5,1683.0,82.9,1423.6,1,0,0,1
13.7,59.6,29.1,113.0,1002.4,1,1424.9,898.1,36.6,1330.5,0,2,0,2
13.4,58.4,106.7,105.5,1017.2,0,1464.6,1891.3,22.5,1436.0,0,1,0,1
17.0,89.7,219.4,105.6,940.1,0,577.3,2572.3,57.8,663.5,2,2,0,2
